"","id","group","author_sign","author_full_name","title","city","printing_h","year","pages","size","nlr_1","rsl","roz_1","us_harvard","cz_slk","lt_vul","pl_bn","pl_buw","ee_ester","fi_sl","n_total"
"140",161,"sep_lyr","Соколовский В.И.","Соколовский Владимир Игнатьвич","Мироздание [Опыт духовного стихотворения]. Изд. 2-е","СПб.","Греча",1837,141,NA,1,1,1,0,0,0,0,0,0,0,3
"141",162,"sep_drama","Соколовский В.И.","Соколовский Владимир Игнатьвич","Хеверь : Драм. поэма в 3 ч. : [Содерж. поэмы изобретено подражательно]","СПб.","III Отд. собств. Е.И.В. канц.",1837,246,23,1,1,1,0,0,0,0,0,0,1,4
"142",163,"col_lyr","Тимофеев А.В.","Тимофеев Алексей Васильевич","Опыты. В 3 ч. Ч. 1. [Стихотворения]","СПб.","Н. Глазунова",1837,347,22,1,1,1,0,0,0,0,0,1,1,5
"143",164,"sep_nar","Филимонов В.","Филимонов Владимир Сергеевич","Обед: Поэма","СПб.","Снегирева",1837,147,21,1,1,1,1,1,0,0,0,0,0,5
"144",165,"sep_nar","Иноземцов П.","Иноземцов Павел Иванович","Зальмара : [Повесть в стихах]","Харьков","Ун. тип",1837,130,20,1,1,0,1,0,0,0,0,0,1,4
"145",166,"col_lyr","Якубович Л.А.","Якубович Лукьян Андреевич","Стихотворения Лукьяна Якубовича","СПб.","Гутенбергова тип.",1837,188,20,1,0,1,0,0,0,0,0,0,1,3
"146",167,"sep_lyr",NA,NA,"Стихи на новоселье в типографии","СПб.","Воейкова и Ко",1837,2,NA,1,0,0,0,0,0,0,0,0,0,1
"147",168,"sep_nar","Барышев Е.","Барышев Ефрем Ефремович","Еврей: Поэма","М.","А. Семена",1837,127,22,1,1,0,0,0,0,0,0,0,0,2
"148",169,"alm_","Владиславлев В.А.","Владиславлев Владимир Андреевич","Альманах на 1838 год составленный из литературных трудов и проч. Владиславлева","СПб.","Воен. тип.",1838,352,18,1,1,0,0,1,0,0,0,1,0,4
"149",170,"col_lyr","Стромилов С.","Стромилов Семен Иванович","XII сонетов С. Стромилова","М.","А. Семена",1837,28,19,1,0,1,0,0,0,0,0,0,0,2
"150",171,"col_lyr","П. Гр…в",NA,"Звезда любви (L’etoile d’amour). Подарок прелестному полу","М.","Н. Эрнста",1837,58,14,1,1,0,0,0,0,0,0,0,0,2
"151",172,"col_lyr","Громов И.","Громов И.","Мой кальян: Стихотворения И. Громова","М.","Лазаревых",1837,72,18,1,0,0,1,0,0,0,0,0,0,2
"152",173,"col_lyr","Пустельгин",NA,"Мои пенаты: Стихотворения Пустельгина","СПб.","Крайя",1837,32,13,1,0,0,0,0,0,0,0,0,0,1
"153",174,"col_lyr","Магденко А.","Магденко Андрей","Стихотворения Андрея Магденки. Издал И. Грен","СПб.","А. Грен",1837,30,13,1,1,0,0,0,0,0,0,0,0,2
"154",175,"col_lyr",NA,NA,"Стихотворения молодого Черкеса","М.","Ун. тип",1837,20,22,1,1,0,0,0,0,0,0,0,0,2
"155",176,"col_nar",NA,NA,"Грибы : Рус. сказка в стихах","Псков","Губ. правления",1837,36,15,1,1,0,0,0,0,0,0,0,0,2
"156",177,"sep_lyr",NA,"Мысовский-Светогорский Сергей Дмитриевич","Элиза: Элегия","М.","Смирнова",1837,12,13,1,0,0,0,0,0,0,0,0,0,1
"157",178,"col_lyr","Петров И.М.","Петров Иван Матеевич","Стихотворения И. Петрова. Книга 1-я, содержащая эпиграммы","М.","Ун. тип",1837,48,18,1,0,0,1,0,0,0,0,0,0,2
"158",180,"col_lyr","Шаршавый","Шаршавый Петр Якимович","Цевница, на 1837 год. Соч. Шаршавого (Альманах)","СПб.","Вингебера",1837,206,14,1,1,0,1,0,0,0,0,0,0,3
"159",181,"sep_nar","Мысовский-Светогорский С.","Мысовский-Светогорский Сергей Дмитриевич","Вселенная и послание о уме человеческом : Поэма","М.","И. Смирнова",1837,28,13,1,0,0,0,0,0,0,0,0,0,1
"160",182,"sep_nar","Орлов А.А.","Орлов Александр Анфимович","Померцающая луна или покорения Брамлова. Героическая песнь","М.","Кирилова",1837,14,23,1,1,0,0,1,0,0,0,0,0,3
"161",183,"col_lyr","П. Ш.",NA,"Рассказы из русской истории в стихах. Соч. П. Ш.","М.","Лазаревых",1837,161,17,1,0,0,0,0,0,0,0,0,1,2
"162",184,"alm_",NA,NA,"Минерва, на 1837 год. Альманах, изд. К. Инвалидовым","М.","Кирилова",1837,107,20,1,1,0,0,0,0,0,0,0,1,3
"163",185,"col_lyr","Аладьина Е.В.","Аладьина Елизавета Васильевна","Сочинения Е.В.А…","СПб.","Вингебера",1838,24,24,1,1,0,0,0,0,0,0,0,0,2
"164",187,"col_nar","Павлов М.","Павлов Михаил Григорьевич","Повести в стихах","СПб.","Имп. Акад. наук",1838,95,14,1,1,1,1,1,0,0,0,0,0,5
"165",189,"col_lyr","Бенедиктов В.","Бенедиктов Владимир Григорьевич","Стихотворения В. Бенедиктова. Кн. 2.","СПб.","Неймана",1838,110,23,1,1,1,1,0,0,0,1,0,0,5
"166",190,"col_lyr","Бестужев А.А. (Марлинский)","Бестужев Александр Александрович","Полное собрание сочинений А. Марлинского. Ч. 11. Стихотворения и полемические статьи / Изд. 3-е","СПб.","III Отд. собств. Е.И.В. канц.",1838,354,20,1,1,1,1,1,0,1,1,1,1,9
"167",191,"col_lyr","Бобылев Н.И.","Бобылев Николай Иванович","Невский альбом: Опыты в стихах и прозе","СПб.","Воен. тип.",1838,282,13,1,1,0,0,1,0,0,0,0,0,3
"168",192,"col_lyr","Вердеревский А.","Вердеревский Александр","Стихотворения Александра Вердеревского","М.","Степанова",1838,65,23,1,1,0,0,0,0,0,0,0,1,3
"169",193,"col_lyr","Веронов",NA,"Стихотворения Веронова","СПб.","Сахарова",1838,209,11,1,1,1,1,0,0,0,0,0,0,4
"170",194,"alm_","Владиславлев","Владиславлев Владимир Андреевич","Утренняя заря Альманах Владиславлева на 1839 год. 1-й год","СПб.","Фишера",1838,384,20,1,1,0,1,1,0,0,0,0,0,4
"171",195,"col_lyr","Демидов М.","Демидов Михаил Александрович","Разные разности. Стихотворения М. Демидова","М.","А. Семена",1838,119,21,1,1,1,1,0,0,0,0,0,1,5
"172",197,"sep_lyr","Доброхотов Ф.","Доброхотов Феофил","Взгляд на поэзию Феофила Доброхотова","М.","А. Семена",1838,24,24,1,1,1,0,1,0,0,0,0,0,4
"173",198,"col_lyr","Долгоруков А.В.","Долгоруков Алексей Владимирович","Поэзия Алексея Москвитянина","М.","А. Семена",1838,36,14,1,1,0,0,0,0,0,0,0,0,2
"174",199,"col_lyr","Карелин И.М.","Карелин Илья Марьянович","Весенние мечты: Стихотворения Ильи Карелина","М.","Селивановского",1838,22,22,1,1,0,1,0,0,0,0,0,0,3
"175",200,"col_lyr","Краснов С.","Краснов Стахий","Стихи. Поэт и Мулла. Соч. Стахия Краснова [от поручика Краснова. 18 стр]","М.","Кирилова",1838,21,17,1,0,1,0,1,0,0,0,0,0,3
"176",201,"col_lyr","Леонов А.","Леонов Алексей Алексеевич","Стихотворения Алексея Леонова. 1834-1838","Харьков","Губ. тип.",1839,148,25,1,0,0,0,0,0,0,0,0,0,1
"177",202,"col_lyr","Максимов М.И.","Максимов Михаил Иванович","Патриотические песни: С прил. нот для пения и фортепиано / Соч. Михаила Максимова","СПб.","Глазунова",1838,36,23,1,1,1,0,0,0,0,0,0,0,3
"178",203,"col_lyr","Марков М.","Марков Михаил Александрович","Мечты и были: В 3 ч. Ч. 1. Стихотворения","СПб.","Праца",1838,207,17,1,1,0,0,1,0,0,0,0,1,4
"179",204,"col_lyr","Онисимова Д.А.","Анисимова (Онисимова) Домна Анисимовна","Стихи бедной девицы, слепой дочери деревенского пономаря, сообщенные в Императорскую Российскую Академию, и от ней изданные","СПб.","Имп. Рос. Акад.",1838,27,20,1,1,1,0,0,0,0,0,0,0,3
"180",207,"col_lyr","Полежаев А.И.","Полежаев Александр Иванович","Арфа: Стихотворения Александра Полежаева","М.","Кирилова",1838,109,19,1,1,1,1,1,1,0,0,0,1,7
"181",208,"col_lyr","Сушков Д.П.","Сушков Дмитрий Петрович","Стихотворения Д. Сушкова: Первая книжка","СПб.","Штаба отд. корп. внутр. стражи",1838,92,23,1,1,1,0,1,0,0,0,0,0,4
"182",209,"col_lyr","Теплова Н.С.","Терюхина (Теплова) Надежда Сергеевна","Стихотворения Н. Тепловой. Изд. 2, умноженное","М.","Лазаревых института восточных языков",1838,78,15,1,1,0,0,0,0,0,0,0,0,2
"183",210,"alm_","Суханов М.Д.","Суханов Михаил Дмитриевич","Собрание отборнейших русских песен. Собрано М.С. В 2-х ч.","СПб.","Вингебера",1838,241,13,1,0,0,0,0,0,0,0,0,1,2
"184",211,"col_lyr","В. М.","Макшеева Варвара Дмитриевна / Молчанова В.","Стихотворения, сочиненные девицей B.М.","СПб.","Глазунова",1838,11,NA,1,0,0,0,0,0,0,0,0,0,1
"185",212,"col_lyr","М.Д.","Дмитриевский Михаил Иванович","И то и се или собрание сочинений в стихах и прозе М.Д.","М.","Смирнова",1838,127,14,1,0,0,0,0,0,0,0,0,0,1
"186",214,"sep_nar",NA,"Гербановский Николай","Хаджибей : Стихотвор. повесть : (Напис. в 1829 г.)","Одесса","Городская тип.",1838,60,22,1,1,0,0,0,0,0,0,0,0,2
"187",215,"sep_nar","Бернет Е.","Бернет Е.","Елена: Поэма","СПб.","А. Смирдина",1838,120,22,1,1,1,1,1,0,0,0,0,1,6
"188",217,"sep_nar",NA,NA,"Сказка в стихах о Дадоне, или О том, как дурак сделался умным","М.","Кирилова",1838,60,12,1,1,0,0,0,0,0,0,0,0,2
"189",218,"sep_nar","И. Ч.","Чеславский Иван Богданович / Чертков Иван","Колдун : Старинная донская повесть : [В стихах]","СПб.","Праца и К.",1838,48,24,1,1,0,0,0,0,0,0,0,0,2
"190",219,"sep_nar","Титов",NA,"Пасхальная лампа, поэма в двенадцати песнях","СПб.","Неймана",1838,47,22,1,0,0,0,1,0,0,0,0,0,2
"191",230,"col_lyr",NA,NA,"Фантастическое зеркало в шуточно-сатирических стихах. Соч. Г.Б.М.","М.","Лазаревых",1838,24,18,1,0,0,0,0,0,0,0,0,0,1
