"","id","group","author_sign","author_full_name","title","city","publisher","year","pages","size_cm","nlr","rsl","rozanov","us_harvard","cz_slk","lt_vul","pl_bn","pl_buw","ee_ester","fi_sl","spbgu","n_total"
"135",152,"sep_nar","Ашик А.","Ашик Антон Балтазарович","Изменница: [Поэма]","Одесса","Городская тип.",1837,84,15,1,0,1,0,0,0,0,0,0,0,0,2
"136",153,"sep_nar","Алякринский И.","Алякринский Иван Петрович","Рогнеда : Романтическая поэма","М.","Степанова",1837,156,21,1,1,1,0,0,0,0,0,0,1,0,4
"137",154,"col_lyr","Бахтурин К.А.","Бахтурин Константин Александрович","Стихотворения Константина Бахтурина","СПб.","Праца и К.",1837,166,21,1,1,1,1,0,0,0,0,0,0,0,4
"138",155,"col_lyr","Бернет Е.","Бернет Е.","Стихи Е. Бернета","СПб.","Снегирева",1837,167,21,1,1,1,0,0,0,0,0,0,1,1,5
"139",156,"col_lyr","Бороздна И.П.","Бороздна Иван Петрович","Поэтические очерки Украины, Одессы и Крыма: Письма в стихах к гр. В.П. З[авадскому], Ивана Бороздны","М.","Селивановского",1837,242,22,1,1,1,1,1,0,0,0,0,1,1,7
"140",157,"col_lyr","Бутырский Н.И.","Бутырский Никита Иванович","И моя доля в сонетах. В 2 ч. Соч. Бутырского","СПб.","Вингебера",1837,NA,25,1,1,1,1,0,0,0,0,0,0,1,5
"141",158,"col_lyr","Быстроглазов А.","Быстроглазов А.","Стихотворения А. Быстроглазова. В 2 ч. Ч. 1","СПб.","Вингебера",1837,154,21,1,1,0,0,1,0,0,1,0,0,1,5
"142",159,"col_lyr","Быстроглазов А.","Быстроглазов А.","Стихотворения А. Быстроглазова. В 2 ч. Ч. 2","СПб.","Вингебера",1837,186,21,1,1,0,1,1,0,0,1,0,1,1,7
"143",160,"sep_lyr","Глинка Ф.Н.","Глинка Федор Николаевич","Воспоминание о пиитической жизни Пушкина. Посвящена отцу поэта","М.","Семена",1837,14,24,1,1,1,0,0,0,0,0,0,0,0,3
"144",161,"almanac","Грен Н.","Грен Н.","Вечера минувшей осени: [Лит. сб.] Издание Н. Грена","СПб.","Крылова",1837,144,17,1,0,0,0,0,0,0,0,0,1,0,2
"145",162,"col_lyr","Дьячков С.","Дьячков Семен Петрович","Букет цветов или разные стихотворения, элегические романсы и песни для прекрасных девиц. Соч. С. Дьячковым","СПб.","Вингебера",1837,31,25,1,1,0,0,0,0,0,0,0,0,0,2
"146",163,"sep_lyr",NA,"Огинский Алексей Григорьевич","Ксантиппа : Экспромт : [В стихах]","СПб.","Морск. тип.",1837,4,27,1,0,0,0,0,0,0,0,0,0,0,1
"147",164,"col_lyr","Кашаев В.","Кашаев Виктор","Стихотворения Виктора Кашаева","М.","Кирилова",1837,43,22,1,1,1,1,0,0,0,0,0,0,0,4
"148",165,"col_lyr","Мартынов А.","Мартынов Авксентий Матвеевич","Поэтические произведения А. Мартынова. В 3-х кн.","СПб.","Вингебера",1837,249,24,1,1,0,1,1,0,0,0,0,1,0,5
"149",166,"col_lyr","Подолинский А.","Подолинский Андрей Иванович","Повести и мелкие стихотворения А. Подолинского. Ч. 2. Мелкие стихотворения","СПб.","А. Смирдина, И. Глазунова и Ко",1837,174,21,1,1,1,1,1,0,0,0,0,1,1,7
"150",167,"sep_nar","Подолинский А.","Подолинский Андрей Иванович","Смерть Пери","СПб.","Праца и К.",1837,71,25,1,1,1,1,0,1,0,0,0,1,1,7
"151",168,"sep_nar","Пушкин А.С.","Пушкин Александр Сергеевич","Евгений Онегин: Роман в стихах / Изд. 3-е","СПб.","Экс. загот. гос. бумаг",1837,309,10,1,1,1,1,0,0,0,0,0,0,0,4
"152",169,"col_lyr","Скосырев К.","Скосырев Константин","Стихотворения Константина Скосырева","М.","Кирилова",1837,35,17,1,0,1,0,0,0,0,0,0,0,0,2
"153",170,"col_lyr","Смирнова А.","Смирнова Анна","Собрание различных стихотворений. Соч. Анны Смирновой. Изд. 1-е","СПб.","Вингебера",1837,145,22,1,1,1,1,1,0,0,0,0,1,1,7
"154",172,"col_lyr","Тимофеев А.В.","Тимофеев Алексей Васильевич","Опыты. В 3 ч. Ч. 1. [Стихотворения]","СПб.","Н. Глазунова",1837,347,22,1,1,1,0,0,0,0,0,1,1,1,6
"155",173,"sep_nar","Филимонов В.","Филимонов Владимир Сергеевич","Обед: Поэма","СПб.","Снегирева",1837,147,21,1,1,1,1,1,0,0,0,0,0,1,6
"156",174,"sep_nar","Иноземцов П.","Иноземцов Павел Иванович","Зальмара : [Повесть в стихах]","Харьков","Ун. тип",1837,130,20,1,1,0,1,0,0,0,0,0,1,0,4
"157",175,"col_lyr","Якубович Л.А.","Якубович Лукьян Андреевич","Стихотворения Лукьяна Якубовича","СПб.","Гутенбергова тип.",1837,188,20,1,0,1,0,0,0,0,0,0,1,0,3
"158",176,"sep_lyr",NA,NA,"Стихи на новоселье в типографии","СПб.","Воейкова и Ко",1837,2,NA,1,0,0,0,0,0,0,0,0,0,0,1
"159",177,"sep_nar","Барышев Е.","Барышев Ефрем Ефремович","Еврей: Поэма","М.","Семена",1837,127,22,1,1,0,0,0,0,0,0,0,0,0,2
"160",178,"col_lyr","Стромилов С.","Стромилов Семен Иванович","XII сонетов С. Стромилова","М.","Семена",1837,28,19,1,0,1,0,0,0,0,0,0,0,0,2
"161",179,"col_lyr","П. Гр…в","П. Гр…в","Звезда любви (L’etoile d’amour). Подарок прелестному полу","М.","Эрнста",1837,58,14,1,1,0,0,0,0,0,0,0,0,0,2
"162",180,"col_lyr","Громов И.","Громов И.","Мой кальян: Стихотворения И. Громова","М.","Лазаревых",1837,72,18,1,0,0,1,0,0,0,0,0,0,0,2
"163",181,"col_lyr","Пустельгин","Пустельгин","Мои пенаты: Стихотворения Пустельгина","СПб.","Крайя",1837,32,13,1,0,0,0,0,0,0,0,0,0,1,2
"164",182,"col_lyr","Магденко А.","Магденко Андрей","Стихотворения Андрея Магденки. Издал А. Грен","СПб.","Грен",1837,30,13,1,1,0,0,0,0,0,0,0,0,0,2
"165",183,"col_lyr",NA,NA,"Стихотворения молодого Черкеса","М.","Ун. тип",1837,20,22,1,1,0,0,0,0,0,0,0,0,0,2
"166",184,"col_nar",NA,NA,"Грибы : Рус. сказка в стихах","Псков","Губ. правления",1837,36,15,1,1,0,0,0,0,0,0,0,0,0,2
"167",185,"sep_lyr",NA,"Мысовский-Светогорский Сергей Дмитриевич","Элиза: Элегия","М.","Смирнова",1837,12,13,1,0,0,0,0,0,0,0,0,0,0,1
"168",186,"col_lyr","Петров И.М.","Петров Иван Матеевич","Стихотворения И. Петрова. Книга 1-я, содержащая эпиграммы","М.","Ун. тип",1837,48,18,1,0,0,1,0,0,0,0,0,0,0,2
"169",187,"col_lyr","Шаршавый","Шаршавый Петр Якимович","Цевница, на 1837 год. Соч. Шаршавого (Альманах)","СПб.","Вингебера",1837,206,14,1,1,0,1,0,0,0,0,0,0,0,3
"170",188,"sep_nar","Мысовский-Светогорский С.","Мысовский-Светогорский Сергей Дмитриевич","Вселенная и послание о уме человеческом : Поэма","М.","Смирнова",1837,28,13,1,0,0,0,0,0,0,0,0,0,0,1
"171",189,"sep_nar","Орлов А.А.","Орлов Александр Анфимович","Померцающая луна или покорения Брамлова. Героическая песнь","М.","Кирилова",1837,14,23,1,1,0,0,1,0,0,0,0,0,0,3
"172",190,"col_lyr","П. Ш.","П. Ш.","Рассказы из русской истории в стихах. Соч. П. Ш.","М.","Лазаревых",1837,161,17,1,0,0,0,0,0,0,0,0,1,0,2
"173",191,"almanac",NA,NA,"Минерва, на 1837 год. Альманах, изд. К. Инвалидовым","М.","Кирилова",1837,107,20,1,1,0,0,0,0,0,0,0,1,0,3
"174",192,"col_lyr","Шахова Е.Н.","Шахова Елисавета Никитична","Опыт в стихах пятнадцатилетней девицы Елисаветы Шаховой : Писано в 1836 г.","СПб.","Вингебера",1837,23,22,1,0,0,0,0,0,0,0,0,0,0,1
"175",193,"col_lyr",NA,NA,"Разные стихотворения","М.","Лазаревых",1837,12,16,1,0,0,0,0,0,0,0,0,0,0,1
"176",196,"sep_lyr",NA,NA,"На посещение г. Тобольска его императорским высочеством, государем наследником цесаревичем [1-4 июня 1837 г : Стихотворение]",NA,NA,1837,1,NA,1,0,0,0,0,0,0,0,0,0,0,1
"177",197,"sep_lyr","Левицкий И.","Левицкий Иосиф","Стих в честь его преосвяществу Иоанну Снегурскому бискупу перемыскому, самборскому … дня 8 месяца мая 1837 года во Валяве, яко в день его высокого тезоименитства … Иосифом Левицким … сложенный","Львов",NA,1837,10,23,0,0,0,0,0,0,1,0,0,0,0,1
"178",198,"almanac","Владиславлев В.А.","Владиславлев Владимир Андреевич","Альманах на 1838 год составленный из литературных трудов и проч. Владиславлева","СПб.","Воен. тип.",1838,352,18,1,1,0,0,1,0,0,0,1,0,0,4
"179",200,"col_nar","Павлов М.","Павлов Михаил Григорьевич","Повести в стихах","СПб.","Акад. наук",1838,95,14,1,1,1,1,1,0,0,0,0,0,1,6
"180",201,"col_lyr","Бенедиктов В.","Бенедиктов Владимир Григорьевич","Стихотворения В. Бенедиктова. Кн. 2.","СПб.","Неймана",1838,110,23,1,1,1,1,0,0,0,1,0,0,0,5
"181",204,"col_lyr","Вердеревский А.","Вердеревский Александр","Стихотворения Александра Вердеревского","М.","Степанова",1838,65,23,1,1,0,0,0,0,0,0,0,1,0,3
"182",205,"col_lyr","Веронов",NA,"Стихотворения Веронова","СПб.","Сахарова",1838,209,11,1,1,1,1,0,0,0,0,0,0,0,4
"183",206,"almanac","Владиславлев","Владиславлев Владимир Андреевич","Утренняя заря Альманах Владиславлева на 1839 год. 1-й год","СПб.","Фишера",1838,384,20,1,1,0,1,1,0,0,0,0,0,0,4
"184",207,"col_lyr","Демидов М.","Демидов Михаил Александрович","Разные разности. Стихотворения М. Демидова","М.","Семена",1838,119,21,1,1,1,1,0,0,0,0,0,1,0,5
"185",208,"sep_lyr","Доброхотов Ф.","Доброхотов Феофил","Взгляд на поэзию Феофила Доброхотова","М.","Семена",1838,24,24,1,1,1,0,1,0,0,0,0,0,0,4
"186",209,"col_lyr","Долгоруков А.В.","Долгоруков Алексей Владимирович","Поэзия Алексея Москвитянина","М.","Семена",1838,36,14,1,1,0,0,0,0,0,0,0,0,0,2
